1,9,2
9,10,2
2,10,3
10,11,3
3,11,4
11,12,4
4,12,5
12,13,5
5,13,6
13,14,6
6,14,7
14,15,7
7,15,8
15,16,8
8,16,1
16,9,1
9,17,10
17,18,10
10,18,11
18,19,11
11,19,12
19,20,12
12,20,13
20,21,13
13,21,14
21,22,14
14,22,15
22,23,15
15,23,16
23,24,16
16,24,9
24,17,9
17,25,18
25,26,18
18,26,19
26,27,19
19,27,20
27,28,20
20,28,21
28,29,21
21,29,22
29,30,22
22,30,23
30,31,23
23,31,24
31,32,24
24,32,17
32,25,17
25,33,26
33,34,26
26,34,27
34,35,27
27,35,28
35,36,28
28,36,29
36,37,29
29,37,30
37,38,30
30,38,31
38,39,31
31,39,32
39,40,32
32,40,25
40,33,25
33,41,34
41,42,34
34,42,35
42,43,35
35,43,36
43,44,36
36,44,37
44,45,37
37,45,38
45,46,38
38,46,39
46,47,39
39,47,40
47,48,40
40,48,33
48,41,33
41,49,42
49,50,42
42,50,43
50,51,43
43,51,44
51,52,44
44,52,45
52,53,45
45,53,46
53,54,46
46,54,47
54,55,47
47,55,48
55,56,48
48,56,41
56,49,41
49,57,50
57,58,50
50,58,51
58,59,51
51,59,52
59,60,52
52,60,53
60,61,53
53,61,54
61,62,54
54,62,55
62,63,55
55,63,56
63,64,56
56,64,49
64,57,49
57,65,58
65,66,58
58,66,59
66,67,59
59,67,60
67,68,60
60,68,61
68,69,61
61,69,62
69,70,62
62,70,63
70,71,63
63,71,64
71,72,64
64,72,57
72,65,57
65,73,66
73,74,66
66,74,67
74,75,67
67,75,68
75,76,68
68,76,69
76,77,69
69,77,70
77,78,70
70,78,71
78,79,71
71,79,72
79,80,72
72,80,65
80,73,65
73,81,74
81,82,74
74,82,75
82,83,75
75,83,76
83,84,76
76,84,77
84,85,77
77,85,78
85,86,78
78,86,79
86,87,79
79,87,80
87,88,80
80,88,73
88,81,73
81,89,82
89,90,82
82,90,83
90,91,83
83,91,84
91,92,84
84,92,85
92,93,85
85,93,86
93,94,86
86,94,87
94,95,87
87,95,88
95,96,88
88,96,81
96,89,81
89,97,90
97,98,90
90,98,91
98,99,91
91,99,92
99,100,92
92,100,93
100,101,93
93,101,94
101,102,94
94,102,95
102,103,95
95,103,96
103,104,96
96,104,89
104,97,89
97,105,98
105,106,98
98,106,99
106,107,99
99,107,100
107,108,100
100,108,101
108,109,101
101,109,102
109,110,102
102,110,103
110,111,103
103,111,104
111,112,104
104,112,97
112,105,97
105,113,106
113,114,106
106,114,107
114,115,107
107,115,108
115,116,108
108,116,109
116,117,109
109,117,110
117,118,110
110,118,111
118,119,111
111,119,112
119,120,112
112,120,105
120,113,105
113,121,114
121,122,114
114,122,115
122,123,115
115,123,116
123,124,116
116,124,117
124,125,117
117,125,118
125,126,118
118,126,119
126,127,119
119,127,120
127,128,120
120,128,113
128,121,113
121,129,122
129,130,122
122,130,123
130,131,123
123,131,124
131,132,124
124,132,125
132,133,125
125,133,126
133,134,126
126,134,127
134,135,127
127,135,128
135,136,128
128,136,121
136,129,121
129,137,130
137,138,130
130,138,131
138,139,131
131,139,132
139,140,132
132,140,133
140,141,133
133,141,134
141,142,134
134,142,135
142,143,135
135,143,136
143,144,136
136,144,129
144,137,129
137,145,138
145,146,138
138,146,139
146,147,139
139,147,140
147,148,140
140,148,141
148,149,141
141,149,142
149,150,142
142,150,143
150,151,143
143,151,144
151,152,144
144,152,137
152,145,137
145,153,146
153,154,146
146,154,147
154,155,147
147,155,148
155,156,148
